pergunta,resposta_esperada,resposta_modelo_treinado,resposta_modelo_base,rougeL_base,bleu_base,equal_base,rougeL_ft,bleu_ft,equal_ft
In what way is Delorazepam metabolized?,Delorazepam is metabolized at a relatively slow pace by the liver. The major metabolite (15-34% of the parent drug) is lorazepam. Older patients metabolize delorazepam slower than younger patients.,"Delorazepam is metabolized by the liver [L884]. The main metabolite is lorazepam, which is formed by oxidation at the 3-hydroxyl group. This metabolite is pharmacologically active and is eliminated slowly from the blood. Other metabolites include 3-hydroxy-dlorazepam, 3-hydroxy-lorazepam, and 3-hydroxyphenyl acetic acid [L884].",Delorazepam is metabolized by the liver.,0.33333333333333337,0.008506660436827879,0,0.2784810126582279,0.04417957415118844,0
In what way is Amiloxate absorbed?,"According to _in vitro_ studies of amiloxate-containing tape strips on porcine ear, there was no detection of amiloxate undergoing skin penetration [F35].","For local use only, no systemic absorption.",Amiloxate is absorbed by the skin.,0.13793103448275862,0.0,0,0.06666666666666667,0.003796371780171649,0
How is Buserelin absorbed?,"Buserelin is water soluble and readily absorbed after subcutaneous injection (70% bioavailable). However, bioavailability after oral absorption. When administered correctly via the nasal route, it may be absorbed in the nasal mucosa to achieve sufficient plasma levels.",Rapidly absorbed after subcutaneous or intranasal administration. Bioavailability after subcutaneous administration is 78%.,The frequency of administration of Buserelin is once a day,0.0851063829787234,0.003827411074019642,0,0.2,0.017452833666933128,0
How does the body process Omega-6 fatty acids metabolically?,"Most metabolism of polyunsaturated fatty acids occur in the liver but may occur in other tissues as well. Metabolism of omega-6 fatty acids leads to biosynthesis of eicosanoids, as mentioned above. Linoleic acid can be metabolized to other more unsaturated, long-chain members of the n-6 family by the insertion of additional double bonds during consecutive elongation and desaturation mechanisms. The initial rate limiting desaturation of LA to GLA is catalysed by the enzyme delta-6-desaturase (FADS2). Elongation then takes place to convert GLA to DGLA, by elongation of very long-chain fatty acids (ELOVL) 5, and finally a cycle of elongation and desaturation by delta-5-desaturase (FADS1) generates AA [A19374].","Most metabolism of polyunsaturated fatty acids occurs in the liver but may occur in other tissues as well. Linoleic acid is metabolized to various intermediates, including several groups of prostaglandins, and ultimately to various groups of eicosanoids, including prostaglandins, leukotrienes, and lipoxins.","The body processes Omega-6 fatty acids metabolically by converting them into prostaglandins, which are hormone-like substances that regulate many bodily functions. Prostaglandins are involved in inflammation, blood clotting, and the regulation of blood pressure, among other things. Omega-6 fatty acids are also involved in the production of eicosanoids, which are signaling molecules that regulate cell growth and differentiation. Eicosanoids are involved in the regulation of inflammation, blood clotting, and the regulation of blood pressure, among other things. Omega-6 fatty acids are also involved in the production of eicosanoids, which are",0.19138755980861247,0.017645138205984772,0,0.3439490445859873,0.08610528224242599,0
Can you explain how Dutasteride is absorbed in the body?,"Following oral administration of a single dose of 0.5 mg dutasteride, the peak serum concentrations were reached within 2 to 3 hours. Following daily oral administration of 0.5 mg dutasteride, the steady-state concentration of 40 ng/mL is expected to be achieved at 6 months following initial administration. In healthy subjects, the absolute bioavailability was 60%, ranging from 40% to 94%. While food intake reduced the maximum serum concentrations by 10 to 15%, food intake is reported to have a negligible effect on the bioavailability of the drug.[L10568]",Dutasteride is rapidly absorbed following oral administration. The absolute bioavailability of orally administered dutasteride is approximately 60%.,"Dutasteride is absorbed in the body by the oral route. It is a prodrug that is metabolized by the liver to its active form, which is then excreted in the urine. The half-life of Dutasteride is about 2 days.

###",0.15151515151515152,0.0042035882207861865,0,0.14678899082568805,0.0009428523552655994,0
Describe the absorption characteristics of Prezatide.,Prezatide both free and in complex with copper can pass through the stratum corneum [A19504]. Its absorption is pH dependent with the highest absorption occurring at physiological pH.,Prezatide is rapidly absorbed after subcutaneous administration.,"Prezatide is a drug that is used to treat pulmonary hypertension. It is a synthetic peptide that is derived from the naturally occurring hormone erythropoietin. Prezatide has a high affinity for the erythropoietin receptor and is able to activate the receptor, leading to the production of erythropoietin. This, in turn, leads to an increase in the number of red blood cells and an improvement in the oxygen-carrying capacity of the blood. Prezatide is also able to activate the erythropoietin receptor in the absence of erythropoietin, making it a",0.10256410256410257,0.006120501551767646,0,0.1142857142857143,0.0019159043449043817,0
Can you explain how Dexpanthenol is metabolized in the body?,"Dexpanthenol is readily converted to pantothenic acid which is widely distributed into body tissues, mainly as coenzyme A.",Dexpanthenol is readily converted to pantothenic acid by bacteria on the skin surface [F71].,"Dexpanthenol is metabolized in the body by the enzyme glutathione S-transferase. This enzyme is responsible for the breakdown of many drugs and toxins, including dexpanthenol. The enzyme is found in the liver, kidneys, and other organs. It is also found in the blood and other body fluids. The enzyme is responsible for the breakdown of many drugs and toxins, including dexpanthenol. The enzyme is found in the liver, kidneys, and other organs. It is also found in the blood and other body fluids. The enzyme is responsible for the breakdown of many drugs and toxins, including dexpanthen",0.06896551724137931,0.00842297909960293,0,0.43750000000000006,0.3249558457311957,0
How is Desipramine metabolized?,"Desipramine is extensively metabolized in the liver by CYP2D6 (major) and CYP1A2 (minor) to 2-hydroxydesipramine, an active metabolite. 2-hydroxydesipramine is thought to retain some amine reuptake inhibition and may possess cardiac depressant activity. The 2-hydroxylation metabolic pathway of desipramine is under genetic control.","Desipramine is metabolized in the liver by CYP2D6 and CYP1A2 to 2-hydroxydesipramine, an active metabolite. 2-hydroxydesipramine is less potent than desipramine but it takes about 15% of the desipramine dose to reach plasma. Desipramine is also metabolized to 2-hydroxydesipramine by flavin-containing monooxygenase 3 (FMO3). Desipramine is N-demethylated by CYP2D6 and CYP2C19 to",Desipramine is metabolized by the liver.,0.1923076923076923,0.0002563893173810045,0,0.44660194174757284,0.22947836377675815,0
In what way is Neratinib absorbed?,"Neratinib and its major active metabolites M3. M6, and M7 have a Tmax of 2-8 h [FDA Label]. Administration with a high fat meal increases Cmax by 1.7-fold and total exposure by 2.2-fold. Administration with a standard meal increases Cmax by 1.2-fold and total exposure by 1.1-fold. Administration with gastric acid reducing agents such as proton pump inhibitors reduces Cmax by 71% and total exposure by 65%.","Neratinib is poorly absorbed and has low bioavailability when taken orally in a tablet form. It is recommended to take neratinib with food, which increases the C<sub>max</sub> and AUC by 1.7 and 2.2 times, respectively. The T<sub>max</sub> is also increased from 4 hours to 6 hours when taken with food. The mean steady-state C<sub>max</sub> of neratinib was 490 ng/mL (AUC<sub>0-24hr</sub> = 4000 ng*h/mL) in patients","Neratinib is administered orally.

### Instruction",0.024691358024691357,1.4447224671426774e-06,0,0.16352201257861634,0.008386924949212903,0
What happens during the absorption of Amiodarone?,"The Cmax of amiodarone in the plasma is achieved about 3 to 7 hours after administration.[L3561] The general time to onset of action of amiodarone after one dose given by the intravenous route is between 1 and 30 minutes, with therapeutic effects lasting from 1-3 hours. Steady-state concentrations of amiodarone in the plasma ranges between 0.4 to 11.99 μg/ml; it is advisable that steady-state levels are generally maintained between 1.0 and 2.5 μg/ml in patients with arrhythmias.[A36817,A183137] Interestingly, its onset of action may sometimes begin after 2 to 3 days, but frequently takes 1 to 3 weeks, despite the administration of higher loading doses.[L3561] The bioavailability of amiodarone varies in clinical studies, averaging between 35 and 65%.[L3561] Effect of food In healthy subjects who were given a single 600-mg dose immediately after consuming a meal high in fat, the AUC of amiodarone increased by 2.3 and the Cmax by 3.8 times.[L3561] Food also enhances absorption, reducing the Tmax by about 37%.[L3561]","The bioavailability of amiodarone is 35% after oral administration. The Cmax of amiodarone and its main metabolite, desethylamiodarone, occur 3-7 hours and 2-24 hours after oral administration, respectively. The AUC of amiodarone and desethylamiodarone are 11.5 μg·h/mL and 27.1 μg·h/mL, respectively.[L7213] The Cmax of amiodarone and desethylamiodarone are 0.7 μg/mL and 1.8 μg/mL",Amiodarone is a drug that is used to treat abnormal heart rhythms. It is a class III antiarrhythmic agent. It is a benzofuran derivative. It is a potent antiarrhythmic agent that is used to treat ventricular arrhythmias. It is also used to treat atrial fibrillation. It is a potent antiarrhythmic agent that is used to treat ventricular arrhythmias. It is also used to treat atrial fibrillation. It is a potent antiarrhythmic agent that is used to treat ventricular arrhythmias. It is also used to treat atrial fibrillation.,0.09737827715355805,0.003020829887503167,0,0.21138211382113817,0.01789792644487361,0
What happens during the metabolism of Medical Cannabis?,"THC is primarily metabolized in the liver by microsomal hydroxylation and oxidation reactions catalyzed by Cytochrome P450 enzymes. 11-hydroxy-▵9-tetrahydrocannabinol (11-OH-THC) is the primary active metabolite, capable of producing psychological and behavioural effects, which is then metabolized into 11-nor-9-carboxy-▵ 9-tetrahydrocannabinol (THC-COOH), THC's primary inactive metabolite [A32584].","THC is primarily metabolized in the liver by microsomal hydroxylation and oxidation reactions catalyzed by Cytochrome P450 enzymes. 11-hydroxy-▵9-tetrahydrocannabinol (11-OH-THC) is the primary active metabolite, capable of producing psychological and behavioural effects, which is then metabolized into 11-nor-9-carboxy-▵ 9-tetrahydrocannabinol (THC-COOH), THC's primary inactive metabolite [A32584].","The metabolism of Medical Cannabis involves the breakdown of the plant's chemical compounds into simpler substances. This process is essential for the plant to survive and thrive, as it allows it to absorb nutrients and water from the",0.10526315789473684,0.010328122926613522,0,1.0,1.0,1
What is the absorption process of Methyl nicotinate?,"The presence of methyl group facilitates the penetration of methyl nicotinate through the skin with good lipophilicity, allowing rapid absorption following topical administration [F64]. _In vitro_, about 80-90% of the polar compounds methyl nicotinate rapidly penetrated the skin [F64]. It was demonstrated in excised skin of hairless mice that methyl nicotinate can effectively bypass the stratum corneum layer of the skin [F64]. In humans, nicotinic acid and nicotinamide were shown to be rapidly absorbed from the stomach and intestine via a sodium carrier-mediated mechanism at low concentrations [F64].",Methyl nicotinate is reported to be rapidly absorbed through the skin and to enhance skin perfusion [F26].,"The absorption process of Methyl nicotinate is the process of absorbing the drug into the body. The drug is absorbed through the skin and into the bloodstream. The drug is then metabolized by the liver and excreted in the urine.

### Instruction:
What is the absorption process of Methyl nic",0.20143884892086333,0.018938960924992383,0,0.14953271028037385,0.0034754227108106314,0
What is the absorption process of Piperonyl butoxide?,"Piperonyl butoxide is applied topically. In a study evaluating the 7-day urinary accumulation of piperonyl butoxide after topical application, it was found that approximately 2% of the dose was absorbed through the skin. The percutaneous absorption when applied to the scalp was found to be 8.3%.","Piperonyl butoxide is applied topically. In a study evaluating the absorption of piperonyl butoxide through the skin, 20 human subjects were treated with 10 mL of piperonyl butoxide (10% in mineral oil) on the back. The amount of piperonyl butoxide absorbed through the skin was quantified. The mean ± SD amount of piperonyl butoxide absorbed was 0.16 ± 0.16 mg, which is 0.16% of the applied dose [L2739].",Piperonyl butoxide is a chemical that is used as a pesticide. It is used to kill insects and other pests. It is also used to kill bacteria and fungi. It is used to kill insects and other pests. It is also used to kill bacteria and fungi. It is used to kill insects and other pests. It is also used to kill bacteria and fungi. It is used to kill insects and other pests. It is also used to kill bacteria and fungi. It is used to kill insects and other pests. It is also used to kill bacteria and fungi. It is used to kill insects and other pests. It is,0.08750000000000001,0.014509181940581647,0,0.358974358974359,0.18816171777369184,0
What is the absorption process of Aluminum hydroxide?,Approximately 17-30% of the aluminum chloride formed is absorbed.,Approximately 17% of aluminum hydroxide is absorbed from the gastrointestinal tract after aluminum hydroxide is ingested. The aluminum hydroxide aluminum salt is poorly absorbed by the oral route of administration.,"The absorption process of Aluminum hydroxide is the process of absorbing the aluminum hydroxide into the body. This process is done by the body's immune system, which is responsible for protecting the body from foreign substances. The immune system is made up of many different types of cells, including white blood cells, which are responsible for fighting off infections and other foreign substances. When the immune system detects a foreign substance, it releases chemicals that help to break down the substance and remove it from the body. This process is called absorption.",0.07766990291262137,0.008836844058485165,0,0.35,0.013905404263276699,0
How does the body absorb Cetuximab?,"After administration of a 400 mg/m<sup>2</sup> initial dose followed by a 250 mg/m<sup>2</sup> weekly dose, the steady-state levels of cetuximab was reached by the third weekly infusion with mean peak and trough concentrations across studies ranging from 168 µg/mL to 235 µg/mL and 41 µg/mL to 85 µg/mL, respectively.[L30448] T<sub>max</sub> is about 3 hours.[A227963]","Cetuximab displays a linear pharmacokinetic profile over the dose range of 0.5 to 4 mg/kg. The pharmacokinetics of cetuximab are consistent with a target-mediated disposition. After a single dose of 400 mg/m<sup>2</sup>, the peak serum concentration (C<sub>max</sub>) of cetuximab was 130 µg/mL. The steady-state concentration of cetuximab was reached at approximately 4 days after the first dose.",The body absorbs Cetuximab by the process of passive diffusion.,0.09756097560975609,0.0007737974685836032,0,0.22695035460992907,0.056410893062300134,0
Describe the metabolic pathway of Glatiramer.,"Glatiramer acetate ​​is a mixture of synthetic polypeptides hydrolyzed by proteases.[A248875,L41940]",Glatiramer acetate is expected to undergo degradation by proteases throughout the body.,"Glatiramer is a synthetic polypeptide that is used to treat multiple sclerosis. It is a mixture of four amino acids: L-alanine, L-glutamic acid, L-lysine, and L-tyrosine. The amino acids are linked together in a random order, and the resulting polypeptide has a molecular weight of about 5,000 daltons. Glatiramer is thought to work by stimulating the immune system to produce antibodies that attack the myelin sheath, which is the protective coating around nerve cells. This process is called immunomodulation. Glatiramer is also thought",0.1386138613861386,0.018621113959331772,0,0.4,0.05284133043873052,0
Describe the metabolic pathway of Brotizolam.,"There are two primary metabolites: 1-methyl-hydroxy- and the 4-hydroxy-derivatives (Eberts et al., 1981; Boehringer Ingelheim, product information). The 4-hydroxymetabolites have a pharmacological activity which is far less than that of the parent drugs, but the 1-methyl-hydroxymetabolites probably have comparable activity (Gall et al., 1978; Jochemsen et al., 1982; Sethy & Harris, 1982; Jochemsen et al., unpublished results). These active compounds are, however, not present in plasma in measurable amounts following a single dose of brotizolam to young healthy subjects (Jochemsen et al., 1982; Jochemsen et al., unpublished results).",Brotizolam is metabolized by the liver. The main metabolite is pharmacologically active and has a half-life of 20 hours.,Brotizolam is a benzodiaz,0.04081632653061224,5.5035087881301604e-11,0,0.10526315789473684,0.0005860443483526368,0
What is the metabolism of Capsicum oleoresin like?,"For pharmacokinetic properties of capsaicin, refer to the drug entry for [DB06774].","For pharmacokinetic properties of capsaicin, refer to the drug entry for [DB06774].","The metabolism of Capsicum oleoresin is like a car engine. It needs fuel to run, and it produces waste products",0.125,0.01550550784373247,0,1.0,1.0,1
How does the body process Hydrocodone metabolically?,"Hydrocodone undergoes oxidative O-demethylation to form [hydromorphone], a more potent active metabolite.[A182114] Though hydromorphone is active it is not present in sufficient quantities to contribute significantly to hydrocodone's therapeutic effects.[A182150] Both hydrocodone and hydromorphone form 6-α- and 6-β-hydroxy metabolites through 6-ketoreduction. The hydroxy metabolites and hydromorphone can form glucuronide conjugates. Hydrocodone also undergoes oxidative N-demthylation to norhydrocodone. O-demethylation is primarily catalyzed by CYP2D6 while N-demethylation is primarily CYP3A4.[A14920]","Hydrocodone undergoes oxidative O-demethylation to form [hydromorphone] via CYP2D6.[A1829] It also undergoes 6-keto reduction to form [6-keto-hydrocodone].[A1829] Hydrocodone is mainly eliminated via glucuronidation to form 6-β-glucuronide [hydrocodone], [hydromorphone], and [6-keto-hydrocodone].[A1829]",Hydrocodone is metabolized by the liver and excreted in the urine.,0.0898876404494382,0.00018143719578307788,0,0.28813559322033905,0.0576429918553919,0
What is the absorption of Tetrabenazine like?,"Following oral administration of tetrabenazine, the extent of absorption is at least 75%. After single oral doses ranging from 12.5 to 50 mg, plasma concentrations of tetrabenazine are generally below the limit of detection because of the rapid and extensive hepatic metabolism of tetrabenazine. Food does not affect the absorption of tetrabenazine. Cmax, oral = 4.8 ng/mL in HD or tardive dyskinesia patients; Tmax, oral = 69 min in HD or tardive dyskinesia patients",Tetrabenazine is rapidly absorbed in the gastrointestinal tract. The Cmax of tetrabenazine is 1.1 ± 0.6 ng/mL and the Tmax is 0.75 ± 0.50 hours.[L13616] The AUC is 4.7 ± 1.8 ng•hr/mL.[L13616],"The absorption of Tetrabenazine is rapid and complete. It is absorbed from the gastrointestinal tract and is rapidly distributed throughout the body. It is excreted in the urine and feces. The half-life of Tetrabenazine is about 2 hours.

### Instruction:
What is",0.17094017094017092,0.012837136414671492,0,0.19130434782608696,0.00735179674871577,0
How is Pramlintide absorbed?,The absolute bioavailability of a single subcutaneous dose of pramlintide is approximately 30 to 40%.,Pramlintide is slowly absorbed from the duodenum and upper jejunum following subcutaneous administration. The absolute bioavailability is approximately 30 to 40%.,"Pramlintide is a synthetic analog of amylin, which is",0.25,0.017387556402969278,0,0.4444444444444444,0.23418123261847468,0
What is the absorption of Dermatophagoides pteronyssinus like?,"Allergens in ACTAIR consist mainly of proteins and glycoproteins. There is no direct bioavailability of intact allergens in the blood. Therefore, no pharmacokinetic studies in animals or in humans have been carried out to investigate the pharmacokinetic profile and metabolism of ACTAIR.","Allergens in ACTAIR consist mainly of proteins and glycoproteins. There is no direct bioavailability of intact allergens in the blood. Therefore, no pharmacokinetic studies in animals or in humans have been carried out to investigate the pharmacokinetic profile and metabolism of ACTAIR.",The absorption of Dermatophagoides pteronyssinus is like a sponge absorbing water.,0.07547169811320754,0.0015337534505157297,0,1.0,1.0,1
How is Amylocaine metabolized?,A lack of detailed information regarding the specificities of amylocaine relate to a lack of information on its pharmacokinetics at the time of its primary use in the early 1900s [T146].,A lack of detailed information regarding the specificities of amylocaine relate to a lack of information on its pharmacokinetics at the time of its primary use in the early 1900s [T146].,Amylocaine is a local anesthetic that blocks sodium channels in,0.14634146341463414,0.0034160225002410273,0,1.0,1.0,1
What is the metabolism of Alprenolol like?,"Hepatic. One of the active metabolites, 4-OH-alprenolol, is an active beta-blocker.",Hepatic.,Alprenolol is a beta-blocker that is used to treat hypertension and angina. It is metabolized by the liver and excreted in the urine. The metabolism of alprenolol is similar,0.18181818181818182,0.01258912326689929,0,0.13333333333333333,4.5399929762484854e-05,0
What is the absorption process of Thyrotropin alfa?,"Time to peak: Median: 10 hours (range: 3-24 hours) After a single intramuscular injection of 0.9 mg of thyrotropin alfa: Cmax= 116+38mU/L, Tmax=22+8.5 hours. AUC=5088+1728 mU·hr/L.","In patients with pituitary or hypothalamic disease or tumors, the mean (±SD) area under the thyrotropin (TSH) concentration-time curve (AUC) after a 0.9 mg dose of thyrotropin alfa was 72.3 (±35.2) ng•hr/mL for males and 81.9 (±35.2) ng•hr/mL for females. The mean (±SD) maximum concentration (Cmax) was 114 (±47.1) ng/mL for males and 126 (±47.1) ng/mL for females. In",The absorption process of Thyrotropin alfa is the process of Thyrotropin alfa being absorbed into the body. This process is important because it allows the body to use the Thyrotropin alfa to help regulate the thyroid gland. The absorption process of Thyrotropin alfa is important because it allows the body to use the Thyrotropin alfa to help regulate the thyroid gland. The absorption process of Thyrotropin alfa is important because it allows the body to use the Thyrotropin alfa to help regulate the thyroid gland. The absorption process of Thyrotropin alfa is,0.07751937984496124,0.004768426274246802,0,0.18181818181818182,0.016609469368403847,0
Can you explain how Fenofibric acid is absorbed in the body?,"Some studies have demonstrated that the bioavailability of fenofibric acid (a sample administration of 130 mg oral suspension to healthy volunteers about 4 hours after a light breakfast) is approximately 81% in the stomach, 88% in the proximal small bowel, 84% in the distal small bowel, and 78% in the colon [A32038]. Nevertheless, following the oral administration of fenofibric acid in healthy volunteers, median peak plasma levels for the drug occurred about 2.5 hours after administration [FDA Label]. Moreover, exposure after administration of three 35 mg fenofibric acid tablets is largely comparable to that of one 105 mg tablet [FDA Label].",Fenofibric acid is rapidly absorbed after oral administration. The absolute bioavailability of fenofibric acid 130 mg is 81%. The peak plasma concentrations (Cmax) of fenofibric acid are reached within 2 to 3 hours post-dose. The Cmax and area under the curve (AUC) of fenofibric acid increase in a roughly dose-proportional manner from 30 mg to 130 mg. The steady-state plasma concentrations of fenofibric acid are reached within 4 days of chronic once-daily administration.,"Fenofibric acid is absorbed in the body by the following mechanism: Fenofibric acid is a fibrate, which is a class of drugs that are used to treat high cholesterol and triglyceride levels. Fenofibric acid is absorbed in the body by the following mechanism: Fenofibric acid is a fibrate, which is a class of drugs that are used to treat high cholesterol and triglyceride levels. Fenofibric acid is absorbed in the body by the following mechanism: Fenofibric acid is a fibrate, which is a class of drugs that are used to treat high cholesterol and",0.2040816326530612,0.01656952273639657,0,0.2458100558659218,0.0489576618345462,0
Can you explain how Ethosuximide is absorbed in the body?,Bioavailability following oral administration is 93%.,Ethosuximide is rapidly and almost completely absorbed from the gastrointestinal tract. The bioavailability is 93%.[L1365] The Cmax is attained 1.5-3 hours after administration.[A32134] The AUC of ethosuximide displays a dose-proportional increase.[L1365],Ethosuximide is absorbed in the body by the oral route. It is a water-soluble drug and is rapidly absorbed from the gastrointestinal tract. The drug is rapidly metabolized in the liver and excreted in the urine. The drug is not metabolized in the liver and is excreted in the urine. The drug is not metabolized in the liver and is excreted in the urine. The drug is not metabolized in the liver and is excreted in the urine. The drug is not metabolized in the liver and is excreted in the urine. The drug is not metabolized in,0.0380952380952381,0.0040830907705225825,0,0.13953488372093023,0.009048295247234425,0
How is Kanamycin absorbed?,Kanamycin is rapidly absorbed after intramuscular injection and peak serum levels are generally reached within approximately one hour. Poor oral and topical absorption except with severe skin damage.,Poorly absorbed from gastrointestinal tract.,K,0.0,0.0,0,0.06060606060606061,0.00045886321705881683,0
Describe the metabolic pathway of Sodium borate.,No metabolic pathways reported.,Boric acid very slightly metabolized in humans [L2140].,"Sodium borate is a salt of boric acid. It is a weak acid that is used in the production of glass, ceramics, and detergents. Sodium borate is also used as a food additive and in the production of pharmaceuticals. The metabolic pathway of sodium borate is as follows: sodium borate + water → sodium hydroxide + boric acid. The reaction is catalyzed by the enzyme borate hydrolase. The product of the reaction is sodium hydroxide, which is a strong base. The reaction is exothermic, meaning that it releases heat. The reaction is also reversible",0.042105263157894736,0.0035575063570641836,0,0.16666666666666666,0.0,0
What is the metabolism of Daclatasvir like?,"Daclastavir is a substrate of CYP3A enzymes where its metabolism is predominantly mediated by CYP3A4 isoform. Oxidative pathways included δ-oxidation of the pyrrolidine moiety, resulting in ring opening to an aminoaldehyde intermediate followed by an intramolecular reaction between the aldehyde and the proximal imidazole nitrogen atom [A19642]. High proportion of the drug in the plasma (greater than 97%) is in the unchanged form.","Daclatasvir is metabolized by CYP3A enzymes. The major circulating metabolite in humans is BMS-955844, which is pharmacologically inactive.","Daclatasvir is a drug that is used to treat hepatitis C. It is a protease inhibitor that works by inhibiting the activity of the hepatitis C virus. Daclatasvir is a substrate of the cytochrome P450 enzyme system and is metabolized by the liver. The metabolism of Daclatasvir is complex and involves multiple enzymes. The primary metabolite of Daclatasvir is the glucuronide conjugate, which is formed by the action of the enzyme UDP-glucuronosyltransferase. The glucuronide conjugate is then excreted in the urine. Daclatasvir is also",0.22972972972972974,0.048298770203824885,0,0.14634146341463414,0.001829200126854218,0
How is Tacrine absorbed?,Tacrine is rapidly absorbed. Absolute bioavailability of tacrine is approximately 17%.,Rapidly absorbed following oral administration.,The,0.0,0.0,0,0.25000000000000006,0.0,0
What is the metabolism process of Suprofen?,Primarily hepatic (mainly via cytochrome P450 isozyme 2C9).,Hepatic.,"Suprofen is a non-steroidal anti-inflammatory drug (NSAID) that is used to treat pain and inflammation. It works by blocking the production of certain chemicals in the body that cause pain and inflammation. Suprofen is available as a tablet or capsule, and it is usually taken two to four times a day. It may take a few days for Suprofen to start working, and it may take up to two weeks for the full effects to be felt. Suprofen is generally well tolerated, but it can cause some side effects, such as stomach upset, diarrhea, and headache. If you experience any of",0.0,0.0,0,0.2222222222222222,0.0,0
Can you explain how Ticlopidine is absorbed in the body?,Absorption is greater than 80%. Food increases absorption by approximately 20%.,Ticlopidine is rapidly and completely absorbed from the gastrointestinal tract.,"Ticlopidine is absorbed in the body by the oral route. It is a prodrug that is metabolized by the liver to its active form, clopidogrel. Clopidogrel is a thienopyridine derivative that inhibits platelet aggregation by irreversibly binding to the P2Y12 receptor on platelets. This prevents the binding of adenosine diphosphate (ADP) to the receptor, which is necessary for platelet activation and aggregation. Clopidogrel is a prodrug that is metabolized by the liver to its active form, clopidogrel. Clopidog",0.0449438202247191,0.004957227587855474,0,0.09523809523809525,0.021225219367639367,0
Describe the absorption characteristics of Almasilate.,"In regards to aluminum-containing antacids like the aluminum-magnesium complex almasilate, it is reported that the bioavailability of ingested aluminum from such antacids is only between 0.01-1% [L2620]. Additionally, while the optimal absorption of magnesium appears to be in the small intestine and particularly in the ileum and jejunum, with some absorption in the colon, it is believed that the transfer of magnesium from blood to extravascular space is quick and efficient [A32827].","Once aluminum has been ingested, it undergoes absorption. The absorption of aluminum from the intestinal tract is quite poor, with 0.01-1% of the ingested aluminum being absorbed [L2144]. The presence of food may enhance absorption, while pH appears to have no effect on absorption [L2144].","Almasilate is a polymeric compound that is used as a thickener and stabilizer in food products. It is a white, odorless powder that is insoluble in water. Almasilate has a high molecular weight and is not easily absorbed by the body. It is used in food products to improve texture and stability, and to prevent the formation of ice crystals in frozen foods. Almasilate is also used in cosmetics and personal care products as a thickener and stabilizer. It is generally considered safe for use in food products, but it may cause allergic reactions in some people.",0.16184971098265896,0.007231277751158775,0,0.24390243902439027,0.01880266863388835,0
How is Chromous sulfate absorbed?,"Chromium compounds are both absorbed by the lung and the gastrointestinal tract. Oral absorption of chromium compounds in humans can range between 0.5% and 10%, with the hexavalent (VI) chromium more easily absorbed than the trivalent (III) form [L1982]. Absorption of chromium from the intestinal tract is low, ranging from less than 0.4% to 2.5% of the amount consumed [L1986]. Vitamin C and the vitamin B niacin is reported to enhance chromium absorption [L1986]. Most hexavalent Cr (VI) undergoes partial intragastric reduction to Cr (III) upon absorption, which is an action mainly mediated by sulfhydryl groups of amino acids [L1982]. Cr (VI) readily penetrates cell membranes and chromium can be found in both erythrocytes and plasma after gastrointestinal absorption of Cr (IV). In comparison, the presence of chromium is limited to the plasma as Cr (III) displays poor cell membrane penetration [L1982]. Once transported through the cell membrane, Cr (VI) is rapidly reduced to Cr (III), which subsequently binds to macromolecules or conjugate with proteins. Cr (III) may be bound to transferrin or other plasma proteins, or as complexes, such as glucose tolerance factor (GTF).","Chromium compounds are both absorbed by the lung and the gastrointestinal tract. Oral absorption of chromium compounds in humans can range between 0.5% and 10%, with the hexavalent (VI) chromium more easily absorbed than the trivalent (III) form [L1982]. Absorption of chromium from the intestinal tract is low, ranging from less than 0.4% to 2.5% of the amount consumed [L1986]. Vitamin C and the vitamin B niacin is reported to enhance chromium absorption [L1986]. Most hexavalent Cr (VI) undergoes partial intragastric reduction",Chromous sulfate is absorbed by the body through the skin and mucous membranes. It is also absorbed through the lungs and gastrointestinal tract.,0.08530805687203792,8.171158653985734e-05,0,0.6227106227106227,0.2847631317424497,0
What is the metabolism of Clobazam like?,"Clobazam is extensively metabolized in the liver via N-demethylation and hydroxylation to form two major metabolites, N-desmethylclobazam (norclobazam) and 4'-hydroxyclobazam, respectively. N-desmethylclobazam (norclobazam) retains pharmacological activity. Norclobazam is one-fourth the potency of clobazam. The main enzyme that facilitates the process of N-demethylation is CYP3A4, and to a lesser extent by CYP2C19 and CYP2B6. Norclobazam itself is also metabolized via hydroxylation, primarily by CYP2C19. The formation of 4'-hydroxyclobazam is facilitated by CYP2C18 and CYP2C19. A factor in determining extent of metabolism is the genetic profile of the individual patient as CYP2C19 is a polymorphic enzyme.","Clobazam is extensively metabolized in the liver by CYP3A4 and CYP2C19 to its major active metabolite, N-desmethylclobazam (norclobazam), and by CYP3A4 to its minor active metabolite, 4'-desmethylclobazam. Norclobazam is further metabolized by CYP2C19 and CYP3A4. Both norclobazam and 4'-desmethylclobazam are pharmacologically active.[L9446] Norclobazam is the major active metabol",Clobazam is metabolized by the liver enzyme CYP2C19. It is also metabolized by the liver enzyme CYP3A4. The metabolism of Clobazam is inhibited by the liver enzyme CYP2C19. The metabolism of Clobazam is inhibited by the liver enzyme CYP3A4. The metabolism of Clobazam is inhibited by the liver enzyme CYP2C19. The metabolism of Clobazam is inhibited by the liver enzyme CYP3A4. The metabolism of Clobazam is inhibited by the liver enzyme CYP2C19. The,0.2988505747126437,0.029958627245825546,0,0.33986928104575165,0.07332801162275018,0
